image_path,target
.\input\preprocessed_image\r\r953.jpg,27
.\input\preprocessed_image\i\i264.jpg,18
.\input\preprocessed_image\u\u780.jpg,30
.\input\preprocessed_image\e\e748.jpg,14
.\input\preprocessed_image\n\n535.jpg,23
.\input\preprocessed_image\u\u651.jpg,30
.\input\preprocessed_image\9\9330.jpg,9
.\input\preprocessed_image\6\6390.jpg,6
.\input\preprocessed_image\b\b745.jpg,11
.\input\preprocessed_image\t\t241.jpg,29
.\input\preprocessed_image\o\o234.jpg,24
.\input\preprocessed_image\5\5969.jpg,5
.\input\preprocessed_image\b\b756.jpg,11
.\input\preprocessed_image\h\h553.jpg,17
.\input\preprocessed_image\7\7890.jpg,7
.\input\preprocessed_image\3\311.jpg,3
.\input\preprocessed_image\2\2561.jpg,2
.\input\preprocessed_image\p\p174.jpg,25
.\input\preprocessed_image\j\j233.jpg,19
.\input\preprocessed_image\q\q993.jpg,26
.\input\preprocessed_image\v\v131.jpg,31
.\input\preprocessed_image\2\2105.jpg,2
.\input\preprocessed_image\i\i106.jpg,18
.\input\preprocessed_image\r\r778.jpg,27
.\input\preprocessed_image\0\0979.jpg,0
.\input\preprocessed_image\j\j168.jpg,19
.\input\preprocessed_image\p\p468.jpg,25
.\input\preprocessed_image\k\k51.jpg,20
.\input\preprocessed_image\g\g371.jpg,16
.\input\preprocessed_image\h\h874.jpg,17
.\input\preprocessed_image\t\t791.jpg,29
.\input\preprocessed_image\q\q287.jpg,26
.\input\preprocessed_image\t\t5.jpg,29
.\input\preprocessed_image\g\g519.jpg,16
.\input\preprocessed_image\l\l850.jpg,21
.\input\preprocessed_image\0\0897.jpg,0
.\input\preprocessed_image\l\l77.jpg,21
.\input\preprocessed_image\m\m836.jpg,22
.\input\preprocessed_image\7\7372.jpg,7
.\input\preprocessed_image\d\d570.jpg,13
.\input\preprocessed_image\q\q204.jpg,26
.\input\preprocessed_image\6\6561.jpg,6
.\input\preprocessed_image\f\f157.jpg,15
.\input\preprocessed_image\e\e202.jpg,14
.\input\preprocessed_image\m\m796.jpg,22
.\input\preprocessed_image\k\k494.jpg,20
.\input\preprocessed_image\6\6698.jpg,6
.\input\preprocessed_image\4\4465.jpg,4
.\input\preprocessed_image\z\z870.jpg,35
.\input\preprocessed_image\8\8518.jpg,8
.\input\preprocessed_image\8\8896.jpg,8
.\input\preprocessed_image\g\g136.jpg,16
.\input\preprocessed_image\4\4838.jpg,4
.\input\preprocessed_image\6\6130.jpg,6
.\input\preprocessed_image\y\y632.jpg,34
.\input\preprocessed_image\1\1413.jpg,1
.\input\preprocessed_image\c\c174.jpg,12
.\input\preprocessed_image\1\167.jpg,1
.\input\preprocessed_image\m\m493.jpg,22
.\input\preprocessed_image\w\w47.jpg,32
.\input\preprocessed_image\2\2357.jpg,2
.\input\preprocessed_image\b\b951.jpg,11
.\input\preprocessed_image\o\o430.jpg,24
.\input\preprocessed_image\v\v630.jpg,31
.\input\preprocessed_image\r\r744.jpg,27
.\input\preprocessed_image\e\e601.jpg,14
.\input\preprocessed_image\t\t312.jpg,29
.\input\preprocessed_image\4\4388.jpg,4
.\input\preprocessed_image\p\p755.jpg,25
.\input\preprocessed_image\6\673.jpg,6
.\input\preprocessed_image\7\7272.jpg,7
.\input\preprocessed_image\4\4535.jpg,4
.\input\preprocessed_image\a\a803.jpg,10
.\input\preprocessed_image\v\v446.jpg,31
.\input\preprocessed_image\d\d37.jpg,13
.\input\preprocessed_image\l\l462.jpg,21
.\input\preprocessed_image\b\b786.jpg,11
.\input\preprocessed_image\j\j120.jpg,19
.\input\preprocessed_image\9\9313.jpg,9
.\input\preprocessed_image\j\j579.jpg,19
.\input\preprocessed_image\m\m344.jpg,22
.\input\preprocessed_image\g\g768.jpg,16
.\input\preprocessed_image\4\4634.jpg,4
.\input\preprocessed_image\z\z899.jpg,35
.\input\preprocessed_image\0\066.jpg,0
.\input\preprocessed_image\w\w741.jpg,32
.\input\preprocessed_image\z\z56.jpg,35
.\input\preprocessed_image\j\j125.jpg,19
.\input\preprocessed_image\1\1447.jpg,1
.\input\preprocessed_image\q\q3.jpg,26
.\input\preprocessed_image\e\e552.jpg,14
.\input\preprocessed_image\k\k89.jpg,20
.\input\preprocessed_image\l\l974.jpg,21
.\input\preprocessed_image\u\u587.jpg,30
.\input\preprocessed_image\9\9350.jpg,9
.\input\preprocessed_image\l\l380.jpg,21
.\input\preprocessed_image\i\i47.jpg,18
.\input\preprocessed_image\c\c932.jpg,12
.\input\preprocessed_image\e\e447.jpg,14
.\input\preprocessed_image\z\z992.jpg,35
.\input\preprocessed_image\9\9799.jpg,9
.\input\preprocessed_image\d\d497.jpg,13
.\input\preprocessed_image\0\0544.jpg,0
.\input\preprocessed_image\6\6647.jpg,6
.\input\preprocessed_image\o\o247.jpg,24
.\input\preprocessed_image\m\m302.jpg,22
.\input\preprocessed_image\w\w620.jpg,32
.\input\preprocessed_image\7\7725.jpg,7
.\input\preprocessed_image\n\n896.jpg,23
.\input\preprocessed_image\c\c335.jpg,12
.\input\preprocessed_image\t\t37.jpg,29
.\input\preprocessed_image\m\m951.jpg,22
.\input\preprocessed_image\c\c196.jpg,12
.\input\preprocessed_image\5\5195.jpg,5
.\input\preprocessed_image\u\u543.jpg,30
.\input\preprocessed_image\k\k670.jpg,20
.\input\preprocessed_image\f\f859.jpg,15
.\input\preprocessed_image\8\8104.jpg,8
.\input\preprocessed_image\0\0205.jpg,0
.\input\preprocessed_image\q\q237.jpg,26
.\input\preprocessed_image\n\n838.jpg,23
.\input\preprocessed_image\5\5165.jpg,5
.\input\preprocessed_image\v\v879.jpg,31
.\input\preprocessed_image\q\q448.jpg,26
.\input\preprocessed_image\0\0227.jpg,0
.\input\preprocessed_image\9\9111.jpg,9
.\input\preprocessed_image\d\d370.jpg,13
.\input\preprocessed_image\u\u57.jpg,30
.\input\preprocessed_image\l\l318.jpg,21
.\input\preprocessed_image\5\5978.jpg,5
.\input\preprocessed_image\m\m472.jpg,22
.\input\preprocessed_image\5\5205.jpg,5
.\input\preprocessed_image\g\g944.jpg,16
.\input\preprocessed_image\6\6744.jpg,6
.\input\preprocessed_image\n\n158.jpg,23
.\input\preprocessed_image\b\b200.jpg,11
.\input\preprocessed_image\5\5792.jpg,5
.\input\preprocessed_image\t\t316.jpg,29
.\input\preprocessed_image\i\i926.jpg,18
.\input\preprocessed_image\7\7831.jpg,7
.\input\preprocessed_image\s\s574.jpg,28
.\input\preprocessed_image\h\h96.jpg,17
.\input\preprocessed_image\k\k865.jpg,20
.\input\preprocessed_image\j\j268.jpg,19
.\input\preprocessed_image\o\o743.jpg,24
.\input\preprocessed_image\s\s958.jpg,28
.\input\preprocessed_image\m\m79.jpg,22
.\input\preprocessed_image\s\s24.jpg,28
.\input\preprocessed_image\6\6202.jpg,6
.\input\preprocessed_image\w\w139.jpg,32
.\input\preprocessed_image\7\7446.jpg,7
.\input\preprocessed_image\b\b219.jpg,11
.\input\preprocessed_image\g\g651.jpg,16
.\input\preprocessed_image\g\g359.jpg,16
.\input\preprocessed_image\1\1624.jpg,1
.\input\preprocessed_image\i\i782.jpg,18
.\input\preprocessed_image\2\2660.jpg,2
.\input\preprocessed_image\9\9540.jpg,9
.\input\preprocessed_image\1\194.jpg,1
.\input\preprocessed_image\w\w768.jpg,32
.\input\preprocessed_image\9\943.jpg,9
.\input\preprocessed_image\4\4822.jpg,4
.\input\preprocessed_image\9\930.jpg,9
.\input\preprocessed_image\u\u218.jpg,30
.\input\preprocessed_image\k\k117.jpg,20
.\input\preprocessed_image\p\p926.jpg,25
.\input\preprocessed_image\z\z505.jpg,35
.\input\preprocessed_image\7\7440.jpg,7
.\input\preprocessed_image\n\n721.jpg,23
.\input\preprocessed_image\r\r422.jpg,27
.\input\preprocessed_image\1\1653.jpg,1
.\input\preprocessed_image\p\p987.jpg,25
.\input\preprocessed_image\s\s974.jpg,28
.\input\preprocessed_image\c\c712.jpg,12
.\input\preprocessed_image\1\1274.jpg,1
.\input\preprocessed_image\4\4851.jpg,4
.\input\preprocessed_image\g\g332.jpg,16
.\input\preprocessed_image\t\t468.jpg,29
.\input\preprocessed_image\5\5632.jpg,5
.\input\preprocessed_image\2\2587.jpg,2
.\input\preprocessed_image\9\939.jpg,9
.\input\preprocessed_image\k\k648.jpg,20
.\input\preprocessed_image\5\5601.jpg,5
.\input\preprocessed_image\5\5345.jpg,5
.\input\preprocessed_image\h\h843.jpg,17
.\input\preprocessed_image\3\3398.jpg,3
.\input\preprocessed_image\4\4545.jpg,4
.\input\preprocessed_image\j\j42.jpg,19
.\input\preprocessed_image\5\5249.jpg,5
.\input\preprocessed_image\s\s575.jpg,28
.\input\preprocessed_image\3\3501.jpg,3
.\input\preprocessed_image\l\l690.jpg,21
.\input\preprocessed_image\0\0810.jpg,0
.\input\preprocessed_image\e\e393.jpg,14
.\input\preprocessed_image\m\m529.jpg,22
.\input\preprocessed_image\j\j63.jpg,19
.\input\preprocessed_image\z\z834.jpg,35
.\input\preprocessed_image\8\823.jpg,8
.\input\preprocessed_image\w\w149.jpg,32
.\input\preprocessed_image\9\9126.jpg,9
.\input\preprocessed_image\h\h393.jpg,17
.\input\preprocessed_image\7\7301.jpg,7
.\input\preprocessed_image\4\4117.jpg,4
.\input\preprocessed_image\j\j540.jpg,19
.\input\preprocessed_image\w\w46.jpg,32
.\input\preprocessed_image\2\2687.jpg,2
.\input\preprocessed_image\o\o95.jpg,24
.\input\preprocessed_image\7\7717.jpg,7
.\input\preprocessed_image\2\2281.jpg,2
.\input\preprocessed_image\0\0608.jpg,0
.\input\preprocessed_image\q\q93.jpg,26
.\input\preprocessed_image\e\e653.jpg,14
.\input\preprocessed_image\9\9886.jpg,9
.\input\preprocessed_image\u\u65.jpg,30
.\input\preprocessed_image\f\f126.jpg,15
.\input\preprocessed_image\v\v726.jpg,31
.\input\preprocessed_image\v\v299.jpg,31
.\input\preprocessed_image\a\a839.jpg,10
.\input\preprocessed_image\3\3684.jpg,3
.\input\preprocessed_image\k\k976.jpg,20
.\input\preprocessed_image\n\n753.jpg,23
.\input\preprocessed_image\6\6607.jpg,6
.\input\preprocessed_image\u\u523.jpg,30
.\input\preprocessed_image\j\j232.jpg,19
.\input\preprocessed_image\8\8505.jpg,8
.\input\preprocessed_image\u\u591.jpg,30
.\input\preprocessed_image\n\n149.jpg,23
.\input\preprocessed_image\k\k165.jpg,20
.\input\preprocessed_image\o\o294.jpg,24
.\input\preprocessed_image\7\7212.jpg,7
.\input\preprocessed_image\j\j935.jpg,19
.\input\preprocessed_image\o\o22.jpg,24
.\input\preprocessed_image\9\9881.jpg,9
.\input\preprocessed_image\t\t792.jpg,29
.\input\preprocessed_image\m\m439.jpg,22
.\input\preprocessed_image\s\s73.jpg,28
.\input\preprocessed_image\8\8677.jpg,8
.\input\preprocessed_image\k\k529.jpg,20
.\input\preprocessed_image\2\2869.jpg,2
.\input\preprocessed_image\8\8575.jpg,8
.\input\preprocessed_image\5\5131.jpg,5
.\input\preprocessed_image\g\g429.jpg,16
.\input\preprocessed_image\p\p436.jpg,25
.\input\preprocessed_image\v\v148.jpg,31
.\input\preprocessed_image\2\2387.jpg,2
.\input\preprocessed_image\q\q890.jpg,26
.\input\preprocessed_image\5\5723.jpg,5
.\input\preprocessed_image\t\t645.jpg,29
.\input\preprocessed_image\b\b783.jpg,11
.\input\preprocessed_image\e\e580.jpg,14
.\input\preprocessed_image\w\w4.jpg,32
.\input\preprocessed_image\x\x341.jpg,33
.\input\preprocessed_image\8\8647.jpg,8
.\input\preprocessed_image\o\o972.jpg,24
.\input\preprocessed_image\s\s888.jpg,28
.\input\preprocessed_image\n\n28.jpg,23
.\input\preprocessed_image\x\x79.jpg,33
.\input\preprocessed_image\9\9742.jpg,9
.\input\preprocessed_image\7\7363.jpg,7
.\input\preprocessed_image\y\y552.jpg,34
.\input\preprocessed_image\z\z361.jpg,35
.\input\preprocessed_image\o\o991.jpg,24
.\input\preprocessed_image\0\0885.jpg,0
.\input\preprocessed_image\a\a289.jpg,10
.\input\preprocessed_image\t\t269.jpg,29
.\input\preprocessed_image\d\d791.jpg,13
.\input\preprocessed_image\v\v605.jpg,31
.\input\preprocessed_image\m\m486.jpg,22
.\input\preprocessed_image\m\m923.jpg,22
.\input\preprocessed_image\3\3813.jpg,3
.\input\preprocessed_image\w\w774.jpg,32
.\input\preprocessed_image\h\h106.jpg,17
.\input\preprocessed_image\p\p170.jpg,25
.\input\preprocessed_image\6\6679.jpg,6
.\input\preprocessed_image\y\y539.jpg,34
.\input\preprocessed_image\j\j22.jpg,19
.\input\preprocessed_image\z\z180.jpg,35
.\input\preprocessed_image\2\2699.jpg,2
.\input\preprocessed_image\j\j138.jpg,19
.\input\preprocessed_image\q\q558.jpg,26
.\input\preprocessed_image\f\f445.jpg,15
.\input\preprocessed_image\1\1836.jpg,1
.\input\preprocessed_image\a\a852.jpg,10
.\input\preprocessed_image\b\b795.jpg,11
.\input\preprocessed_image\p\p961.jpg,25
.\input\preprocessed_image\f\f588.jpg,15
.\input\preprocessed_image\t\t987.jpg,29
.\input\preprocessed_image\4\4389.jpg,4
.\input\preprocessed_image\b\b257.jpg,11
.\input\preprocessed_image\b\b526.jpg,11
.\input\preprocessed_image\t\t610.jpg,29
.\input\preprocessed_image\t\t121.jpg,29
.\input\preprocessed_image\8\8989.jpg,8
.\input\preprocessed_image\9\9492.jpg,9
.\input\preprocessed_image\r\r328.jpg,27
.\input\preprocessed_image\e\e872.jpg,14
.\input\preprocessed_image\w\w867.jpg,32
.\input\preprocessed_image\9\9151.jpg,9
.\input\preprocessed_image\e\e333.jpg,14
.\input\preprocessed_image\x\x488.jpg,33
.\input\preprocessed_image\n\n811.jpg,23
.\input\preprocessed_image\1\1552.jpg,1
.\input\preprocessed_image\l\l290.jpg,21
.\input\preprocessed_image\s\s913.jpg,28
.\input\preprocessed_image\v\v83.jpg,31
.\input\preprocessed_image\q\q373.jpg,26
.\input\preprocessed_image\2\2330.jpg,2
.\input\preprocessed_image\l\l36.jpg,21
.\input\preprocessed_image\2\2782.jpg,2
.\input\preprocessed_image\y\y524.jpg,34
.\input\preprocessed_image\s\s685.jpg,28
.\input\preprocessed_image\g\g151.jpg,16
.\input\preprocessed_image\o\o740.jpg,24
.\input\preprocessed_image\5\5519.jpg,5
.\input\preprocessed_image\4\4540.jpg,4
.\input\preprocessed_image\j\j35.jpg,19
.\input\preprocessed_image\z\z708.jpg,35
.\input\preprocessed_image\v\v872.jpg,31
.\input\preprocessed_image\i\i194.jpg,18
.\input\preprocessed_image\l\l358.jpg,21
.\input\preprocessed_image\h\h680.jpg,17
.\input\preprocessed_image\l\l341.jpg,21
.\input\preprocessed_image\h\h49.jpg,17
.\input\preprocessed_image\0\0504.jpg,0
.\input\preprocessed_image\9\9361.jpg,9
.\input\preprocessed_image\t\t566.jpg,29
.\input\preprocessed_image\e\e604.jpg,14
.\input\preprocessed_image\1\1486.jpg,1
.\input\preprocessed_image\d\d758.jpg,13
.\input\preprocessed_image\g\g471.jpg,16
.\input\preprocessed_image\1\1789.jpg,1
.\input\preprocessed_image\x\x305.jpg,33
.\input\preprocessed_image\i\i833.jpg,18
.\input\preprocessed_image\h\h767.jpg,17
.\input\preprocessed_image\f\f724.jpg,15
.\input\preprocessed_image\v\v34.jpg,31
.\input\preprocessed_image\i\i262.jpg,18
.\input\preprocessed_image\a\a546.jpg,10
.\input\preprocessed_image\e\e407.jpg,14
.\input\preprocessed_image\b\b868.jpg,11
.\input\preprocessed_image\1\1695.jpg,1
.\input\preprocessed_image\w\w677.jpg,32
.\input\preprocessed_image\r\r49.jpg,27
.\input\preprocessed_image\l\l92.jpg,21
.\input\preprocessed_image\z\z508.jpg,35
.\input\preprocessed_image\4\4719.jpg,4
.\input\preprocessed_image\l\l242.jpg,21
.\input\preprocessed_image\x\x155.jpg,33
.\input\preprocessed_image\o\o439.jpg,24
.\input\preprocessed_image\t\t231.jpg,29
.\input\preprocessed_image\m\m502.jpg,22
.\input\preprocessed_image\x\x395.jpg,33
.\input\preprocessed_image\z\z724.jpg,35
.\input\preprocessed_image\5\5405.jpg,5
.\input\preprocessed_image\r\r861.jpg,27
.\input\preprocessed_image\s\s514.jpg,28
.\input\preprocessed_image\h\h922.jpg,17
.\input\preprocessed_image\i\i664.jpg,18
.\input\preprocessed_image\d\d710.jpg,13
.\input\preprocessed_image\o\o391.jpg,24
.\input\preprocessed_image\9\9721.jpg,9
.\input\preprocessed_image\k\k960.jpg,20
.\input\preprocessed_image\m\m964.jpg,22
.\input\preprocessed_image\7\7733.jpg,7
.\input\preprocessed_image\0\0277.jpg,0
.\input\preprocessed_image\b\b234.jpg,11
.\input\preprocessed_image\c\c690.jpg,12
.\input\preprocessed_image\4\4823.jpg,4
.\input\preprocessed_image\w\w725.jpg,32
.\input\preprocessed_image\4\4697.jpg,4
.\input\preprocessed_image\t\t207.jpg,29
.\input\preprocessed_image\0\0827.jpg,0
.\input\preprocessed_image\h\h862.jpg,17
.\input\preprocessed_image\f\f367.jpg,15
.\input\preprocessed_image\x\x277.jpg,33
.\input\preprocessed_image\i\i301.jpg,18
.\input\preprocessed_image\z\z89.jpg,35
.\input\preprocessed_image\5\5211.jpg,5
.\input\preprocessed_image\2\276.jpg,2
.\input\preprocessed_image\i\i728.jpg,18
.\input\preprocessed_image\b\b459.jpg,11
.\input\preprocessed_image\t\t936.jpg,29
.\input\preprocessed_image\c\c207.jpg,12
.\input\preprocessed_image\t\t807.jpg,29
.\input\preprocessed_image\x\x636.jpg,33
.\input\preprocessed_image\m\m860.jpg,22
.\input\preprocessed_image\b\b747.jpg,11
.\input\preprocessed_image\h\h890.jpg,17
.\input\preprocessed_image\7\715.jpg,7
.\input\preprocessed_image\d\d967.jpg,13
.\input\preprocessed_image\d\d423.jpg,13
.\input\preprocessed_image\x\x282.jpg,33
.\input\preprocessed_image\9\9222.jpg,9
.\input\preprocessed_image\h\h789.jpg,17
.\input\preprocessed_image\5\5518.jpg,5
.\input\preprocessed_image\x\x148.jpg,33
.\input\preprocessed_image\a\a720.jpg,10
.\input\preprocessed_image\1\1199.jpg,1
.\input\preprocessed_image\5\5174.jpg,5
.\input\preprocessed_image\s\s195.jpg,28
.\input\preprocessed_image\v\v531.jpg,31
.\input\preprocessed_image\7\7641.jpg,7
.\input\preprocessed_image\t\t941.jpg,29
.\input\preprocessed_image\2\2550.jpg,2
.\input\preprocessed_image\5\5443.jpg,5
.\input\preprocessed_image\4\4326.jpg,4
.\input\preprocessed_image\j\j681.jpg,19
.\input\preprocessed_image\p\p731.jpg,25
.\input\preprocessed_image\j\j799.jpg,19
.\input\preprocessed_image\m\m181.jpg,22
.\input\preprocessed_image\u\u542.jpg,30
.\input\preprocessed_image\8\8474.jpg,8
.\input\preprocessed_image\x\x556.jpg,33
.\input\preprocessed_image\i\i752.jpg,18
.\input\preprocessed_image\b\b833.jpg,11
.\input\preprocessed_image\x\x908.jpg,33
.\input\preprocessed_image\z\z0.jpg,35
.\input\preprocessed_image\n\n857.jpg,23
.\input\preprocessed_image\r\r338.jpg,27
.\input\preprocessed_image\m\m322.jpg,22
.\input\preprocessed_image\u\u939.jpg,30
.\input\preprocessed_image\7\793.jpg,7
.\input\preprocessed_image\c\c321.jpg,12
.\input\preprocessed_image\r\r750.jpg,27
.\input\preprocessed_image\g\g843.jpg,16
.\input\preprocessed_image\k\k405.jpg,20
.\input\preprocessed_image\0\0492.jpg,0
.\input\preprocessed_image\1\1987.jpg,1
.\input\preprocessed_image\7\7646.jpg,7
.\input\preprocessed_image\v\v892.jpg,31
.\input\preprocessed_image\1\1398.jpg,1
.\input\preprocessed_image\z\z138.jpg,35
.\input\preprocessed_image\3\3118.jpg,3
.\input\preprocessed_image\y\y476.jpg,34
.\input\preprocessed_image\0\0415.jpg,0
.\input\preprocessed_image\2\2709.jpg,2
.\input\preprocessed_image\j\j613.jpg,19
.\input\preprocessed_image\u\u321.jpg,30
.\input\preprocessed_image\i\i446.jpg,18
.\input\preprocessed_image\q\q263.jpg,26
.\input\preprocessed_image\l\l392.jpg,21
.\input\preprocessed_image\w\w156.jpg,32
.\input\preprocessed_image\2\2691.jpg,2
.\input\preprocessed_image\6\6425.jpg,6
.\input\preprocessed_image\i\i509.jpg,18
.\input\preprocessed_image\s\s488.jpg,28
.\input\preprocessed_image\v\v721.jpg,31
.\input\preprocessed_image\8\8295.jpg,8
.\input\preprocessed_image\n\n842.jpg,23
.\input\preprocessed_image\o\o433.jpg,24
.\input\preprocessed_image\0\0388.jpg,0
.\input\preprocessed_image\z\z298.jpg,35
.\input\preprocessed_image\g\g498.jpg,16
.\input\preprocessed_image\x\x191.jpg,33
.\input\preprocessed_image\c\c243.jpg,12
.\input\preprocessed_image\t\t485.jpg,29
.\input\preprocessed_image\q\q988.jpg,26
.\input\preprocessed_image\b\b495.jpg,11
.\input\preprocessed_image\q\q297.jpg,26
.\input\preprocessed_image\y\y745.jpg,34
.\input\preprocessed_image\v\v61.jpg,31
.\input\preprocessed_image\r\r173.jpg,27
.\input\preprocessed_image\3\3126.jpg,3
.\input\preprocessed_image\4\4583.jpg,4
.\input\preprocessed_image\t\t829.jpg,29
.\input\preprocessed_image\5\578.jpg,5
.\input\preprocessed_image\c\c381.jpg,12
.\input\preprocessed_image\g\g120.jpg,16
.\input\preprocessed_image\f\f84.jpg,15
.\input\preprocessed_image\3\3941.jpg,3
.\input\preprocessed_image\2\2635.jpg,2
.\input\preprocessed_image\f\f227.jpg,15
.\input\preprocessed_image\x\x14.jpg,33
.\input\preprocessed_image\p\p463.jpg,25
